filename,field,question,regex_answer,qa_answer,qa_score,agree,chosen_answer,chosen_source,service_type,current_charges,null_file
107293364.html,military_unit,Яка військова частина розглядається у справі?,військової частини НОМЕР_1, НОМЕР_1,0.7332330346107483,True,військової частини НОМЕР_1,regex,Mobilisation,,
107293364.html,occupation,Яка посада військовослужбовця?,, солдат призваний по мобілізації,0.32543984055519104,False, солдат призваний по мобілізації,qa,Mobilisation,,
107293364.html,military_rank,Яке звання військовослужбовця?,солдат, солдат,0.13048970699310303,True,солдат,regex,Mobilisation,,
107293364.html,offense_duration,Як довго тривав злочин?,,,0.7026817798614502,False,,,Mobilisation,,
107293364.html,fine_amount,Скільки гривень штрафу накладено?,,,0.44052794575691223,False,,,Mobilisation,,
107293364.html,court_name,Як називається суд?,Надіслано судом: 14, Д.В.Кузнецов,0.6049237251281738,False,Надіслано судом: 14,regex,Mobilisation,,
110299585.html,offense_date,"Якого дня, місяця та року відбувся злочин?",18 квітня 2023 року, 08.03.2023,0.538776159286499,False,18 квітня 2023 року,regex,N/A,,
110299585.html,military_unit,Яка військова частина розглядається у справі?,, в/ч НОМЕР_2,0.7816764116287231,False, в/ч НОМЕР_2,qa,N/A,,
110299585.html,occupation,Яка посада військовослужбовця?,, молодший сержант,0.7753313779830933,False, молодший сержант,qa,N/A,,
110299585.html,military_rank,Яке звання військовослужбовця?,сержант, молодший сержант,0.8319705128669739,False,сержант,regex,N/A,,
110299585.html,offense_duration,Як довго тривав злочин?,,,0.6087377071380615,False,,,N/A,,
110299585.html,fine_amount,Скільки гривень штрафу накладено?,, 8 500,0.8221280574798584,False, 8 500,qa,N/A,,
110299585.html,court_name,Як називається суд?,Надіслано судом: 19, Шевченківського районного суду м. Запоріжжя,0.42016157507896423,False,Надіслано судом: 19,regex,N/A,,
106243487.html,offense_date,"Якого дня, місяця та року відбувся злочин?",15 вересня 2022 року, 08 вересня,0.38859328627586365,False,15 вересня 2022 року,regex,Mobilisation,,
106243487.html,military_unit,Яка військова частина розглядається у справі?,військової частини НОМЕР_1, НОМЕР_1,0.7473650574684143,True,військової частини НОМЕР_1,regex,Mobilisation,,
106243487.html,occupation,Яка посада військовослужбовця?,, розвідник 2 розвідувального відділення,0.49947652220726013,False, розвідник 2 розвідувального відділення,qa,Mobilisation,,
106243487.html,military_rank,Яке звання військовослужбовця?,, розвідник 2 розвідувального відділення,0.49992525577545166,False, розвідник 2 розвідувального відділення,qa,Mobilisation,,
106243487.html,offense_duration,Як довго тривав злочин?,, дві доби,0.2731025815010071,False, дві доби,qa,Mobilisation,,
106243487.html,fine_amount,Скільки гривень штрафу накладено?,, 2465,0.6251919865608215,False, 2465,qa,Mobilisation,,
106243487.html,court_name,Як називається суд?,Надіслано судом: 15, Турійського районного суду Волинської області,0.07874365895986557,False,Надіслано судом: 15,regex,Mobilisation,,
102541211.html,offense_date,"Якого дня, місяця та року відбувся злочин?",13 січня 2022 року, 22.12.2021 року,0.14200453460216522,False,13 січня 2022 року,regex,Mobilisation,,
102541211.html,military_unit,Яка військова частина розглядається у справі?,військової частини НОМЕР_1, НОМЕР_1,0.7479439973831177,True,військової частини НОМЕР_1,regex,Mobilisation,,
102541211.html,occupation,Яка посада військовослужбовця?,, солдат,0.9929028153419495,False, солдат,qa,Mobilisation,,
102541211.html,military_rank,Яке звання військовослужбовця?,солдат, солдат,0.9781397581100464,True,солдат,regex,Mobilisation,,
102541211.html,offense_duration,Як довго тривав злочин?,,,0.4025666117668152,False,,,Mobilisation,,
102541211.html,fine_amount,Скільки гривень штрафу накладено?,, 2 465,0.8097317814826965,False, 2 465,qa,Mobilisation,,
102541211.html,court_name,Як називається суд?,Надіслано судом: 13, Первомайського міськрайонного суду Миколаївської області,0.4555339217185974,False,Надіслано судом: 13,regex,Mobilisation,,
106396305.html,offense_date,"Якого дня, місяця та року відбувся злочин?",22 вересня 2022 року, 19 серпня,0.2748611867427826,False,22 вересня 2022 року,regex,N/A,,
106396305.html,military_unit,Яка військова частина розглядається у справі?,, НОМЕР_1,0.5730114579200745,False, НОМЕР_1,qa,N/A,,
106396305.html,occupation,Яка посада військовослужбовця?,, солдата,0.45531973242759705,False, солдата,qa,N/A,,
106396305.html,military_rank,Яке звання військовослужбовця?,солдат, солдата,0.4930376708507538,False,солдат,regex,N/A,,
106396305.html,offense_duration,Як довго тривав злочин?,,,0.49007052183151245,False,,,N/A,,
106396305.html,fine_amount,Скільки гривень штрафу накладено?,, 2465,0.7094603776931763,False, 2465,qa,N/A,,
106396305.html,court_name,Як називається суд?,Надіслано судом: 23, Чернігівський районний суд Чернігівської області,0.7681254744529724,False,Надіслано судом: 23,regex,N/A,,
106981218.html,offense_date,"Якого дня, місяця та року відбувся злочин?",27 жовтня 2022 року,,0.1380670666694641,False,27 жовтня 2022 року,regex,Contract,,
106981218.html,military_unit,Яка військова частина розглядається у справі?,військової частини НОМЕР_1, НОМЕР_1,0.6153620481491089,True,військової частини НОМЕР_1,regex,Contract,,
106981218.html,occupation,Яка посада військовослужбовця?,, матроса,0.4087776839733124,False, матроса,qa,Contract,,
106981218.html,military_rank,Яке звання військовослужбовця?,капітан," матроса,",0.7909096479415894,False,капітан,regex,Contract,,
106981218.html,offense_duration,Як довго тривав злочин?,,,0.5150027275085449,False,,,Contract,,
106981218.html,fine_amount,Скільки гривень штрафу накладено?,, 2465,0.5179352760314941,False, 2465,qa,Contract,,
106981218.html,court_name,Як називається суд?,Надіслано судом: 27, Саратський районний суд Одеської області,0.33178260922431946,False,Надіслано судом: 27,regex,Contract,,
105486634.html,offense_date,"Якого дня, місяця та року відбувся злочин?",27 липня 2022 року, 17.07.2022,0.71268630027771,False,27 липня 2022 року,regex,Mobilisation,,
105486634.html,military_unit,Яка військова частина розглядається у справі?,військової частини НОМЕР_1," НОМЕР_1,",0.5677333474159241,False,військової частини НОМЕР_1,regex,Mobilisation,,
105486634.html,occupation,Яка посада військовослужбовця?,," строкової служби,",0.4908507168292999,False," строкової служби,",qa,Mobilisation,,
105486634.html,military_rank,Яке звання військовослужбовця?,капітан, ст. Сержант,0.17042256891727448,False,капітан,regex,Mobilisation,,
105486634.html,offense_duration,Як довго тривав злочин?,, до трьох діб,0.4595012366771698,False, до трьох діб,qa,Mobilisation,,
105486634.html,fine_amount,Скільки гривень штрафу накладено?,,,0.339913547039032,False,,,Mobilisation,,
105486634.html,court_name,Як називається суд?,Надіслано судом: 29, Червоноградського міського суду Львівської області,0.5616413950920105,False,Надіслано судом: 29,regex,Mobilisation,,
109557328.html,offense_date,"Якого дня, місяця та року відбувся злочин?",07 березня 2023 року, 25.02.2023,0.5780980587005615,False,07 березня 2023 року,regex,N/A,,
109557328.html,military_unit,Яка військова частина розглядається у справі?,військової частини НОМЕР_1, НОМЕР_1,0.4829348623752594,True,військової частини НОМЕР_1,regex,N/A,,
109557328.html,occupation,Яка посада військовослужбовця?,, в/ч НОМЕР_1,0.4966835081577301,False, в/ч НОМЕР_1,qa,N/A,,
109557328.html,military_rank,Яке звання військовослужбовця?,капітан, капітан,0.4682677686214447,True,капітан,regex,N/A,,
109557328.html,offense_duration,Як довго тривав злочин?,,,0.5053439140319824,False,,,N/A,,
109557328.html,fine_amount,Скільки гривень штрафу накладено?,,,0.40752843022346497,False,,,N/A,,
109557328.html,court_name,Як називається суд?,Надіслано судом: 15, Центрального районного суду м. Миколаєва,0.11067274212837219,False,Надіслано судом: 15,regex,N/A,,
121761499.html,offense_date,"Якого дня, місяця та року відбувся злочин?",01.01.2019, 08.08.2024,0.40763333439826965,False,01.01.2019,regex,N/A,,
121761499.html,military_unit,Яка військова частина розглядається у справі?,військової частини НОМЕР_1, НОМЕР_1,0.7222233414649963,True,військової частини НОМЕР_1,regex,N/A,,
121761499.html,occupation,Яка посада військовослужбовця?,, солдата,0.7520806789398193,False, солдата,qa,N/A,,
121761499.html,military_rank,Яке звання військовослужбовця?,солдат, солдата,0.41149571537971497,False,солдат,regex,N/A,,
121761499.html,offense_duration,Як довго тривав злочин?,,,0.46678903698921204,False,,,N/A,,
121761499.html,fine_amount,Скільки гривень штрафу накладено?,, 500 неоподатковуваних мінімумів доходів громадян.,0.8732753992080688,False, 500 неоподатковуваних мінімумів доходів громадян.,qa,N/A,,
121761499.html,court_name,Як називається суд?,Надіслано судом: 20, Бориспільського міськрайонного суду Київської області,0.4958261251449585,False,Надіслано судом: 20,regex,N/A,,
107948670.html,offense_date,"Якого дня, місяця та року відбувся злочин?",09 грудня 2022 року, 09 грудня,0.1647680252790451,False,09 грудня 2022 року,regex,N/A,,
107948670.html,military_unit,Яка військова частина розглядається у справі?,військової частини НОМЕР_1, НОМЕР_1,0.391535222530365,True,військової частини НОМЕР_1,regex,N/A,,
107948670.html,occupation,Яка посада військовослужбовця?,, військової частини НОМЕР_1,0.21643583476543427,False,,,N/A,,
107948670.html,military_rank,Яке звання військовослужбовця?,, ст. с-нт.,0.041198842227458954,False,,,N/A,,
107948670.html,offense_duration,Як довго тривав злочин?,,,0.5167365670204163,False,,,N/A,,
107948670.html,fine_amount,Скільки гривень штрафу накладено?,,,0.3860454559326172,False,,,N/A,,
107948670.html,court_name,Як називається суд?,Надіслано судом: 20, Р.О.КУЗНЕЦОВ,0.5306442379951477,False,Надіслано судом: 20,regex,N/A,,
108517437.html,offense_date,"Якого дня, місяця та року відбувся злочин?",01.01.2019, 16.01.2023,0.35825785994529724,False,01.01.2019,regex,Mobilisation,,
108517437.html,military_unit,Яка військова частина розглядається у справі?,військової частини НОМЕР_1, НОМЕР_1,0.624769926071167,True,військової частини НОМЕР_1,regex,Mobilisation,,
108517437.html,occupation,Яка посада військовослужбовця?,, в/ч НОМЕР_1,0.8877259492874146,False, в/ч НОМЕР_1,qa,Mobilisation,,
108517437.html,military_rank,Яке звання військовослужбовця?,солдат, в/ч НОМЕР_1,0.8423640727996826,False,солдат,regex,Mobilisation,,
108517437.html,offense_duration,Як довго тривав злочин?,,,0.6129174828529358,False,,,Mobilisation,,
108517437.html,fine_amount,Скільки гривень штрафу накладено?,,,0.4286383390426636,False,,,Mobilisation,,
108517437.html,court_name,Як називається суд?,Надіслано судом: 23, Богунського районного суду,0.3481466472148895,False,Надіслано судом: 23,regex,Mobilisation,,
108151985.html,offense_date,"Якого дня, місяця та року відбувся злочин?",14 листопада 2022 року, 14 листопада,0.615403413772583,False,14 листопада 2022 року,regex,Mobilisation,,
108151985.html,military_unit,Яка військова частина розглядається у справі?,військової частини НОМЕР_1, військової частини НОМЕР_1,0.7282639741897583,True,військової частини НОМЕР_1,regex,Mobilisation,,
108151985.html,occupation,Яка посада військовослужбовця?,, солдат,0.5180838108062744,False, солдат,qa,Mobilisation,,
108151985.html,military_rank,Яке звання військовослужбовця?,солдат, призваний під час мобілізації солдат,0.45811882615089417,False,солдат,regex,Mobilisation,,
108151985.html,offense_duration,Як довго тривав злочин?,," з 08:00 год 14 листопада 2022 року по 15:00 год 14 листопада 2022 року,",0.37688809633255005,False," з 08:00 год 14 листопада 2022 року по 15:00 год 14 листопада 2022 року,",qa,Mobilisation,,
108151985.html,fine_amount,Скільки гривень штрафу накладено?,, 2465,0.7571079730987549,False, 2465,qa,Mobilisation,,
108151985.html,court_name,Як називається суд?,Надіслано судом: 28, Яворівського районного суду Львівської області,0.5636737942695618,False,Надіслано судом: 28,regex,Mobilisation,,
106176773.html,offense_date,"Якого дня, місяця та року відбувся злочин?",01.01.2019, 31.08.2022,0.13598375022411346,False,01.01.2019,regex,N/A,,
106176773.html,military_unit,Яка військова частина розглядається у справі?,, НОМЕР_3,0.32885244488716125,False, НОМЕР_3,qa,N/A,,
106176773.html,occupation,Яка посада військовослужбовця?,, солдат,0.983176589012146,False, солдат,qa,N/A,,
106176773.html,military_rank,Яке звання військовослужбовця?,солдат, солдат,0.9889315962791443,True,солдат,regex,N/A,,
106176773.html,offense_duration,Як довго тривав злочин?,,,0.5773758292198181,False,,,N/A,,
106176773.html,fine_amount,Скільки гривень штрафу накладено?,," 2465,00",0.381488561630249,False," 2465,00",qa,N/A,,
106176773.html,court_name,Як називається суд?,Надіслано судом: 12, Шевченківського районного суду,0.490754097700119,False,Надіслано судом: 12,regex,N/A,,
108674459.html,offense_date,"Якого дня, місяця та року відбувся злочин?",31 січня 2023  року, 31 січня,0.5873490571975708,False,31 січня 2023  року,regex,N/A,,
108674459.html,military_unit,Яка військова частина розглядається у справі?,Військової частини НОМЕР_1, НОМЕР_1,0.38634243607521057,True,Військової частини НОМЕР_1,regex,N/A,,
108674459.html,occupation,Яка посада військовослужбовця?,командира 2 відділення охорони 2 взводу охорони 2 роти охорони батальйону охорон, командира 2 відділення охорони,0.29400137066841125,False,командира 2 відділення охорони 2 взводу охорони 2 роти охорони батальйону охорон,regex,N/A,,
108674459.html,military_rank,Яке звання військовослужбовця?,,,0.20535002648830414,False,,,N/A,,
108674459.html,offense_duration,Як довго тривав злочин?,22 год 0 хв,,0.5491156578063965,False,22 год 0 хв,regex,N/A,,
108674459.html,fine_amount,Скільки гривень штрафу накладено?,, 2465,0.6084823608398438,False, 2465,qa,N/A,,
108674459.html,court_name,Як називається суд?,Надіслано судом: 31, Переяслав-Хмельницького міськрайонного суду Київської області,0.6238213777542114,False,Надіслано судом: 31,regex,N/A,,
100629792.html,offense_date,"Якого дня, місяця та року відбувся злочин?",01.01.2019, 18.10.21,0.21092632412910461,False,01.01.2019,regex,N/A,,
100629792.html,military_unit,Яка військова частина розглядається у справі?,військової частини НОМЕР_1, НОМЕР_1,0.9112377762794495,True,військової частини НОМЕР_1,regex,N/A,,
100629792.html,occupation,Яка посада військовослужбовця?,, солдат,0.9883716106414795,False, солдат,qa,N/A,,
100629792.html,military_rank,Яке звання військовослужбовця?,солдат, солдат,0.8999226093292236,True,солдат,regex,N/A,,
100629792.html,offense_duration,Як довго тривав злочин?,,,0.21073760092258453,False,,,N/A,,
100629792.html,fine_amount,Скільки гривень штрафу накладено?,, 1190,0.7094758152961731,False, 1190,qa,N/A,,
100629792.html,court_name,Як називається суд?,Надіслано судом: 27, Мар`їнського районного суду Донецької області,0.5513893365859985,False,Надіслано судом: 27,regex,N/A,,
119900842.html,offense_date,"Якого дня, місяця та року відбувся злочин?",17 травня 2024 року, 18 червня,0.5000109076499939,False,17 травня 2024 року,regex,Mobilisation,,
119900842.html,military_unit,Яка військова частина розглядається у справі?,, військової частини державної спеціальної служби транспорту,0.5735418796539307,False, військової частини державної спеціальної служби транспорту,qa,Mobilisation,,
119900842.html,occupation,Яка посада військовослужбовця?,,,0.6115142703056335,False,,,Mobilisation,,
119900842.html,military_rank,Яке звання військовослужбовця?,,,0.6721633672714233,False,,,Mobilisation,,
119900842.html,offense_duration,Як довго тривав злочин?,, до 1 доби,0.41298189759254456,False, до 1 доби,qa,Mobilisation,,
119900842.html,fine_amount,Скільки гривень штрафу накладено?,, 8500,0.67979496717453,False, 8500,qa,Mobilisation,,
119900842.html,court_name,Як називається суд?,Надіслано судом: 21, Кобеляцького районного суду,0.5166552066802979,False,Надіслано судом: 21,regex,Mobilisation,,
108517122.html,offense_date,"Якого дня, місяця та року відбувся злочин?",04 грудня 2022 року, 12 жовтня,0.4452134966850281,False,04 грудня 2022 року,regex,N/A,,
108517122.html,military_unit,Яка військова частина розглядається у справі?,військової частини НОМЕР_1, НОМЕР_1,0.3929065763950348,True,військової частини НОМЕР_1,regex,N/A,,
108517122.html,occupation,Яка посада військовослужбовця?,командира 2 стрілецького взводу 1 стрілецької роти 2 стрілецького батальйону вій, командира 2 стрілецького взводу,0.2753885090351105,False,командира 2 стрілецького взводу 1 стрілецької роти 2 стрілецького батальйону вій,regex,N/A,,
108517122.html,military_rank,Яке звання військовослужбовця?,, командира 2 стрілецького,0.06918181478977203,False,,,N/A,,
108517122.html,offense_duration,Як довго тривав злочин?,,,0.6637983322143555,False,,,N/A,,
108517122.html,fine_amount,Скільки гривень штрафу накладено?,,,0.4007219076156616,False,,,N/A,,
108517122.html,court_name,Як називається суд?,Надіслано судом: 23, Костянтинівського міськрайонного суду Донецької області,0.6192798018455505,False,Надіслано судом: 23,regex,N/A,,
102957802.html,offense_date,"Якого дня, місяця та року відбувся злочин?",03 лютого 2022 року, 19.01.2022,0.10176925361156464,False,03 лютого 2022 року,regex,N/A,,
102957802.html,military_unit,Яка військова частина розглядається у справі?,військової частини НОМЕР_1, 1 авіаційної ескадрильї військової частина НОМЕР_1,0.4120573103427887,False,військової частини НОМЕР_1,regex,N/A,,
102957802.html,occupation,Яка посада військовослужбовця?,, штаб-сержант,0.6916819214820862,False, штаб-сержант,qa,N/A,,
102957802.html,military_rank,Яке звання військовослужбовця?,штаб-сержант,,0.21299387514591217,False,штаб-сержант,regex,N/A,,
102957802.html,offense_duration,Як довго тривав злочин?,,,0.6168955564498901,False,,,N/A,,
102957802.html,fine_amount,Скільки гривень штрафу накладено?,, 4760,0.47878819704055786,False, 4760,qa,N/A,,
102957802.html,court_name,Як називається суд?,Надіслано судом: 04, Луцького міськрайонного суду Волинської області,0.672340452671051,False,Надіслано судом: 04,regex,N/A,,
124346853.html,offense_date,"Якого дня, місяця та року відбувся злочин?",07 січня 2025 року, 04 жовтня,0.49810221791267395,False,07 січня 2025 року,regex,N/A,38,
124346853.html,military_unit,Яка військова частина розглядається у справі?,Військової частини НОМЕР_1, НОМЕР_3,0.4940130114555359,False,Військової частини НОМЕР_1,regex,N/A,38,
124346853.html,occupation,Яка посада військовослужбовця?,,,0.22687427699565887,False,,,N/A,38,
124346853.html,military_rank,Яке звання військовослужбовця?,,,0.1126583144068718,False,,,N/A,38,
124346853.html,offense_duration,Як довго тривав злочин?,,,0.3600694239139557,False,,,N/A,38,
124346853.html,fine_amount,Скільки гривень штрафу накладено?,,,0.41217923164367676,False,,,N/A,38,
124346853.html,court_name,Як називається суд?,Надіслано судом: 13, Голосіївського районного суду міста Києва,0.7728232741355896,False,Надіслано судом: 13,regex,N/A,38,
106699143.html,offense_date,"Якого дня, місяця та року відбувся злочин?",04 жовтня 2022 року, 22.09.2022,0.4470968544483185,False,04 жовтня 2022 року,regex,Mobilisation,,
106699143.html,military_unit,Яка військова частина розглядається у справі?,військової частини НОМЕР_1, 16 запасної військової частини,0.3657410144805908,False,військової частини НОМЕР_1,regex,Mobilisation,,
106699143.html,occupation,Яка посада військовослужбовця?,," строкової служби,",0.6398199796676636,False," строкової служби,",qa,Mobilisation,,
106699143.html,military_rank,Яке звання військовослужбовця?,старший лейтенант, офіцера резерву,0.8457161784172058,False,старший лейтенант,regex,Mobilisation,,
106699143.html,offense_duration,Як довго тривав злочин?,,,0.47900712490081787,False,,,Mobilisation,,
106699143.html,fine_amount,Скільки гривень штрафу накладено?,," 2465,00",0.6911173462867737,False," 2465,00",qa,Mobilisation,,
106699143.html,court_name,Як називається суд?,Надіслано судом: 12, Центрально-Міського районного суду,0.5693386793136597,False,Надіслано судом: 12,regex,Mobilisation,,
101158942.html,offense_date,"Якого дня, місяця та року відбувся злочин?",16 листопада 2021 року, 30.09.2021,0.7370024919509888,False,16 листопада 2021 року,regex,Contract,,
101158942.html,military_unit,Яка військова частина розглядається у справі?,Військової частини НОМЕР_1, НОМЕР_1,0.8456758260726929,True,Військової частини НОМЕР_1,regex,Contract,,
101158942.html,occupation,Яка посада військовослужбовця?,розвідника розвідувального взводу розвідувальної роти військової частини НОМЕР_1," строкової служби,",0.5212550163269043,False,розвідника розвідувального взводу розвідувальної роти військової частини НОМЕР_1,regex,Contract,,
101158942.html,military_rank,Яке звання військовослужбовця?,матрос, матрос контрактної служби,0.6700664162635803,False,матрос,regex,Contract,,
101158942.html,offense_duration,Як довго тривав злочин?,, до трьох діб,0.4019688665866852,False, до трьох діб,qa,Contract,,
101158942.html,fine_amount,Скільки гривень штрафу накладено?,, 2 465,0.6121532320976257,False, 2 465,qa,Contract,,
101158942.html,court_name,Як називається суд?,Надіслано судом: 17, Біляївського районного суду Одеської області,0.45876359939575195,False,Надіслано судом: 17,regex,Contract,,
109802692.html,offense_date,"Якого дня, місяця та року відбувся злочин?",23 березня 2023 року, 23 березня,0.16055777668952942,False,23 березня 2023 року,regex,N/A,,
109802692.html,military_unit,Яка військова частина розглядається у справі?,,,0.3201437294483185,False,,,N/A,,
109802692.html,occupation,Яка посада військовослужбовця?,,,0.36082881689071655,False,,,N/A,,
109802692.html,military_rank,Яке звання військовослужбовця?,,,0.5585612654685974,False,,,N/A,,
109802692.html,offense_duration,Як довго тривав злочин?,9 год 0 хв,,0.535515308380127,False,9 год 0 хв,regex,N/A,,
109802692.html,fine_amount,Скільки гривень штрафу накладено?,,,0.39360857009887695,False,,,N/A,,
109802692.html,court_name,Як називається суд?,Надіслано судом: 27, Красногвардійського районного суду,0.7582472562789917,False,Надіслано судом: 27,regex,N/A,,
106418499.html,offense_date,"Якого дня, місяця та року відбувся злочин?",21 вересня 2022 року, 19 червня,0.6031596064567566,False,21 вересня 2022 року,regex,Mobilisation,,
106418499.html,military_unit,Яка військова частина розглядається у справі?,військової частини НОМЕР_1, військової частини НОМЕР_1,0.4362686574459076,True,військової частини НОМЕР_1,regex,Mobilisation,,
106418499.html,occupation,Яка посада військовослужбовця?,, солдат,0.9613769054412842,False, солдат,qa,Mobilisation,,
106418499.html,military_rank,Яке звання військовослужбовця?,солдат, солдат,0.9793774485588074,True,солдат,regex,Mobilisation,,
106418499.html,offense_duration,Як довго тривав злочин?,,,0.54121333360672,False,,,Mobilisation,,
106418499.html,fine_amount,Скільки гривень штрафу накладено?,, 2465,0.7060549259185791,False, 2465,qa,Mobilisation,,
106418499.html,court_name,Як називається суд?,Надіслано судом: 26, Житомирського районного суду Житомирської області,0.6008725762367249,False,Надіслано судом: 26,regex,Mobilisation,,
118410559.html,offense_date,"Якого дня, місяця та року відбувся злочин?",01.01.2019,,0.7458155751228333,False,01.01.2019,regex,N/A,,Yes
118410559.html,military_unit,Яка військова частина розглядається у справі?,,,0.8788363933563232,False,,,N/A,,Yes
118410559.html,occupation,Яка посада військовослужбовця?,,,0.938052237033844,False,,,N/A,,Yes
118410559.html,military_rank,Яке звання військовослужбовця?,,,0.9371650218963623,False,,,N/A,,Yes
118410559.html,offense_duration,Як довго тривав злочин?,,,0.971107542514801,False,,,N/A,,Yes
118410559.html,fine_amount,Скільки гривень штрафу накладено?,,,0.919384777545929,False,,,N/A,,Yes
118410559.html,court_name,Як називається суд?,Надіслано судом: 17,,0.9441467523574829,False,Надіслано судом: 17,regex,N/A,,Yes
123957203.html,offense_date,"Якого дня, місяця та року відбувся злочин?",24 лютого 2022 року, 17.12.2024,0.5554114580154419,False,24 лютого 2022 року,regex,Mobilisation,,
123957203.html,military_unit,Яка військова частина розглядається у справі?,військової частини НОМЕР_1, НОМЕР_1,0.5745319128036499,True,військової частини НОМЕР_1,regex,Mobilisation,,
123957203.html,occupation,Яка посада військовослужбовця?,, навідник 5 зенітного кулеметного відділення,0.6331055164337158,False, навідник 5 зенітного кулеметного відділення,qa,Mobilisation,,
123957203.html,military_rank,Яке звання військовослужбовця?,солдат, навідник,0.1405012458562851,False,солдат,regex,Mobilisation,,
123957203.html,offense_duration,Як довго тривав злочин?,,,0.25319892168045044,False,,,Mobilisation,,
123957203.html,fine_amount,Скільки гривень штрафу накладено?,, 8500,0.9189372658729553,False, 8500,qa,Mobilisation,,
123957203.html,court_name,Як називається суд?,Надіслано судом: 23, Зіньківський районний суд Полтавської області,0.3664591610431671,False,Надіслано судом: 23,regex,Mobilisation,,
101794273.html,offense_date,"Якого дня, місяця та року відбувся злочин?",01.01.2019, 02.12.2021,0.1928442269563675,False,01.01.2019,regex,N/A,,
101794273.html,military_unit,Яка військова частина розглядається у справі?,військової частини НОМЕР_1, НОМЕР_1,0.5972492098808289,True,військової частини НОМЕР_1,regex,N/A,,
101794273.html,occupation,Яка посада військовослужбовця?,, контрактної служби старший сержант,0.4669588506221771,False, контрактної служби старший сержант,qa,N/A,,
101794273.html,military_rank,Яке звання військовослужбовця?,старший сержант, Старший сержант,0.692025363445282,True,старший сержант,regex,N/A,,
101794273.html,offense_duration,Як довго тривав злочин?,,,0.6708511710166931,False,,,N/A,,
101794273.html,fine_amount,Скільки гривень штрафу накладено?,, 2465,0.7224494814872742,False, 2465,qa,N/A,,
101794273.html,court_name,Як називається суд?,Надіслано судом: 10, Новоайдарського районного суду Луганської області,0.6567243337631226,False,Надіслано судом: 10,regex,N/A,,
100628479.html,offense_date,"Якого дня, місяця та року відбувся злочин?",01.01.2019,,0.10029152035713196,False,01.01.2019,regex,Contract,,
100628479.html,military_unit,Яка військова частина розглядається у справі?,Військової частини НОМЕР_1, Військової частини НОМЕР_1,0.5360052585601807,True,Військової частини НОМЕР_1,regex,Contract,,
100628479.html,occupation,Яка посада військовослужбовця?,механіка-водія інженерної техніки групи інженерного забезпечення інженерного заг, механіка-водія інженерної техніки,0.7194538712501526,False,механіка-водія інженерної техніки групи інженерного забезпечення інженерного заг,regex,Contract,,
100628479.html,military_rank,Яке звання військовослужбовця?,матрос, механіка-водія інженерної техніки,0.81695955991745,False,матрос,regex,Contract,,
100628479.html,offense_duration,Як довго тривав злочин?,,,0.3223274052143097,False,,,Contract,,
100628479.html,fine_amount,Скільки гривень штрафу накладено?,, 2465,0.6104038953781128,False, 2465,qa,Contract,,
100628479.html,court_name,Як називається суд?,Надіслано судом: 27, Комінтернівського районного суду Одеської області,0.710227906703949,False,Надіслано судом: 27,regex,Contract,,
122463344.html,offense_date,"Якого дня, місяця та року відбувся злочин?",22 жовтня 2024 року, 17 серпня,0.3528953790664673,False,22 жовтня 2024 року,regex,Mobilisation,,
122463344.html,military_unit,Яка військова частина розглядається у справі?,військової частини НОМЕР_1, ВЧ НОМЕР_1,0.0515676848590374,False,військової частини НОМЕР_1,regex,Mobilisation,,
122463344.html,occupation,Яка посада військовослужбовця?,, майстра ремонтного відділення гусеничної техніки,0.34078025817871094,False, майстра ремонтного відділення гусеничної техніки,qa,Mobilisation,,
122463344.html,military_rank,Яке звання військовослужбовця?,підполковник, підполковника,0.305460125207901,False,підполковник,regex,Mobilisation,,
122463344.html,offense_duration,Як довго тривав злочин?,,,0.6639211177825928,False,,,Mobilisation,,
122463344.html,fine_amount,Скільки гривень штрафу накладено?,, 17 000 (сімнадцять тисяч) гривень 00 копійок.,0.4522615671157837,False, 17 000 (сімнадцять тисяч) гривень 00 копійок.,qa,Mobilisation,,
122463344.html,court_name,Як називається суд?,Надіслано судом: 22, Барвінківського районного суду,0.2772679030895233,False,Надіслано судом: 22,regex,Mobilisation,,
107253569.html,offense_date,"Якого дня, місяця та року відбувся злочин?",11 листопада 2022 року, 23.10.2022,0.860637366771698,False,11 листопада 2022 року,regex,N/A,,
107253569.html,military_unit,Яка військова частина розглядається у справі?,військової частини НОМЕР_1," 3 самохідно-артилерійського дивізіону,",0.841351330280304,False,військової частини НОМЕР_1,regex,N/A,,
107253569.html,occupation,Яка посада військовослужбовця?,," строкової служби,",0.9603216648101807,False," строкової служби,",qa,N/A,,
107253569.html,military_rank,Яке звання військовослужбовця?,солдат," строкової служби,",0.9045115113258362,False,солдат,regex,N/A,,
107253569.html,offense_duration,Як довго тривав злочин?,,,0.14754618704319,False,,,N/A,,
107253569.html,fine_amount,Скільки гривень штрафу накладено?,," 2 465,00",0.21099144220352173,False,,,N/A,,
107253569.html,court_name,Як називається суд?,Надіслано судом: 11, Баришівського районного суду Київської області,0.13566149771213531,False,Надіслано судом: 11,regex,N/A,,
119733697.html,offense_date,"Якого дня, місяця та року відбувся злочин?",17 травня 2024 року, 17 травня,0.23197641968727112,False,17 травня 2024 року,regex,N/A,,
119733697.html,military_unit,Яка військова частина розглядається у справі?,, 1 взводу 2 роти 1 батальйону охорони,0.34770897030830383,False, 1 взводу 2 роти 1 батальйону охорони,qa,N/A,,
